Img,Altura Vert.,Compr Total,Diâmetro,Área,Nro Folhas
1,1107,1305,20,177997,14
2,794,608,14,44197,12
3,373,308,16,56832,4
4,1081,945,18,76228,15
5,961,821,16,89875,12
6,1353,1106,18,130555,17
7,879,686,20,110317,9
8,1050,940,16,129073,19
9,1528,1197,20,89486,19
10,268,70,16,28856,4
