Img,Altura Vert.,Compr Total,Diâmetro,Área,Nro Folhas
1,1094,1305,20,177997,12
2,785,608,14,44197,11
3,369,308,16,56832,4
4,1068,945,18,76228,13
5,950,821,16,89875,11
6,1337,1106,18,130555,15
7,869,686,20,110317,9
8,1038,940,16,129073,17
9,1510,1197,20,89486,17
10,265,70,16,28856,4
