MAPE,caule_dx_frac_w,dup_dist_frac_h,grupo_dist_cap_h,idx,imagem,predicoes,stem_frag_w_frac,stem_narrow_w_frac
8.838827838827838,0.01,0.032,0.105,147,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0147.png,"[13, 12, 4, 13, 11, 15, 9, 16, 16, 4]",0.04,0.034
8.838827838827838,0.01,0.032,0.1,155,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0155.png,"[13, 12, 4, 13, 11, 15, 9, 16, 16, 4]",0.042,0.034
8.838827838827838,0.01,0.032,0.105,156,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0156.png,"[13, 12, 4, 13, 11, 15, 9, 16, 16, 4]",0.042,0.034
9.014041514041512,0.011,0.035,0.1,194,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0194.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.038,0.032
9.014041514041512,0.011,0.035,0.105,195,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0195.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.038,0.032
9.014041514041512,0.011,0.05,0.1,197,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0197.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.038,0.032
9.014041514041512,0.011,0.05,0.105,198,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0198.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.038,0.032
9.014041514041512,0.011,0.035,0.1,203,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0203.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.04,0.032
9.014041514041512,0.011,0.035,0.105,204,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0204.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.04,0.032
9.014041514041512,0.011,0.05,0.1,206,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0206.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.04,0.032
9.014041514041512,0.011,0.05,0.105,207,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0207.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.04,0.032
9.014041514041512,0.011,0.035,0.1,212,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0212.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.042,0.032
9.014041514041512,0.011,0.035,0.105,213,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0213.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.042,0.032
9.014041514041512,0.011,0.05,0.1,215,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0215.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.042,0.032
9.014041514041512,0.011,0.05,0.105,216,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0216.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.042,0.032
9.014041514041512,0.011,0.035,0.1,221,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0221.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.038,0.034
9.014041514041512,0.011,0.035,0.105,222,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0222.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.038,0.034
9.014041514041512,0.011,0.05,0.1,224,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0224.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.038,0.034
9.014041514041512,0.011,0.05,0.105,225,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0225.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.038,0.034
9.014041514041512,0.011,0.035,0.1,230,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0230.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.04,0.034
9.014041514041512,0.011,0.035,0.105,231,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0231.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.04,0.034
9.014041514041512,0.011,0.05,0.1,233,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0233.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.04,0.034
9.014041514041512,0.011,0.05,0.105,234,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0234.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.04,0.034
9.014041514041512,0.011,0.035,0.1,239,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0239.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.042,0.034
9.014041514041512,0.011,0.035,0.105,240,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0240.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.042,0.034
9.014041514041512,0.011,0.05,0.1,242,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0242.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.042,0.034
9.014041514041512,0.011,0.05,0.105,243,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0243.png,"[12, 12, 4, 13, 11, 16, 8, 15, 16, 4]",0.042,0.034
9.116605616605614,0.01,0.035,0.1,113,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0113.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.038,0.032
9.116605616605614,0.01,0.035,0.105,114,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0114.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.038,0.032
9.116605616605614,0.01,0.05,0.1,116,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0116.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.038,0.032
9.116605616605614,0.01,0.05,0.105,117,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0117.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.038,0.032
9.116605616605614,0.01,0.035,0.1,122,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0122.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.04,0.032
9.116605616605614,0.01,0.035,0.105,123,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0123.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.04,0.032
9.116605616605614,0.01,0.05,0.1,125,D:/Visao/Projeto1/Guido/grid_folhas_finais_final/ciclo2_refinado_corrigido\grid_ciclo2_corrigido_0125.png,"[12, 12, 4, 13, 11, 15, 8, 16, 16, 4]",0.04,0.032
